timer,temp,vibX,vibY,vibZ,magnitude,rms,,,,,,,,,,,,,,,,,,,,,
17:44:38,33.03,-9.69,-3.69,-1.61,10.49,6.06,,,,,,,,,,,,,,,,,,,,,
17:44:44,32.85,-9.81,-3.65,-1.69,10.60,6.12,,,,,,,,,,,,,,,,,,,,,
17:44:50,32.85,-9.73,-3.65,-1.73,10.53,6.08,,,,,,,,,,,,,,,,,,,,,
17:44:57,32.83,-9.77,-3.69,-1.73,10.58,6.11,,,,,,,,,,,,,,,,,,,,,
17:45:02,32.77,-9.73,-3.69,-1.73,10.55,6.09,,,,,,,,,,,,,,,,,,,,,
17:45:10,32.83,-9.73,-3.65,-1.65,10.52,6.07,,,,,,,,,,,,,,,,,,,,,
17:45:15,32.75,-9.69,-3.69,-1.69,10.50,6.06,,,,,,,,,,,,,,,,,,,,,
17:45:21,32.77,-9.73,-3.65,-1.61,10.51,6.07,,,,,,,,,,,,,,,,,,,,,
17:45:24,32.71,-9.69,-3.65,-1.69,10.49,6.06,,,,,,,,,,,,,,,,,,,,,
17:45:27,32.77,-9.73,-3.69,-1.65,10.53,6.08,,,,,,,,,,,,,,,,,,,,,
17:45:31,32.77,-9.73,-3.61,-1.65,10.51,6.07,,,,,,,,,,,,,,,,,,,,,
17:45:38,32.85,-9.73,-3.73,-1.65,10.55,6.09,,,,,,,,,,,,,,,,,,,,,
17:45:43,32.85,-9.77,-3.69,-1.69,10.58,6.11,,,,,,,,,,,,,,,,,,,,,
17:45:50,32.75,-9.69,-3.73,-1.69,10.52,6.07,,,,,,,,,,,,,,,,,,,,,
17:45:58,32.81,-9.77,-3.69,-1.65,10.57,6.10,,,,,,,,,,,,,,,,,,,,,
17:46:01,32.95,-9.69,-3.69,-1.69,10.50,6.06,,,,,,,,,,,,,,,,,,,,,
17:46:07,32.81,-9.73,-3.65,-1.65,10.52,6.07,,,,,,,,,,,,,,,,,,,,,
17:46:12,32.83,-9.69,-3.69,-1.73,10.51,6.07,,,,,,,,,,,,,,,,,,,,,
17:46:15,32.83,-9.73,-3.73,-1.69,10.55,6.09,,,,,,,,,,,,,,,,,,,,,
17:46:20,32.85,-9.73,-3.65,-1.73,10.53,6.08,,,,,,,,,,,,,,,,,,,,,
17:46:26,32.77,-9.77,-3.73,-1.69,10.59,6.11,,,,,,,,,,,,,,,,,,,,,
17:46:31,32.75,-9.73,-3.65,-1.61,10.51,6.07,,,,,,,,,,,,,,,,,,,,,
17:46:36,32.67,-9.73,-3.65,-1.61,10.51,6.07,,,,,,,,,,,,,,,,,,,,,
17:46:41,32.77,-9.77,-3.65,-1.65,10.56,6.09,,,,,,,,,,,,,,,,,,,,,
17:46:45,32.71,-9.77,-3.69,-1.69,10.58,6.11,,,,,,,,,,,,,,,,,,,,,
17:46:50,32.91,-9.77,-3.65,-1.65,10.56,6.09,,,,,,,,,,,,,,,,,,,,,
17:47:00,32.77,-9.77,-3.69,-1.61,10.56,6.10,,,,,,,,,,,,,,,,,,,,,
17:47:04,32.85,-9.77,-3.69,-1.65,10.57,6.10,,,,,,,,,,,,,,,,,,,,,
17:47:09,32.75,-9.73,-3.77,-1.61,10.56,6.09,,,,,,,,,,,,,,,,,,,,,
17:47:17,32.71,-9.73,-3.69,-1.73,10.55,6.09,,,,,,,,,,,,,,,,,,,,,
17:47:22,32.67,-9.73,-3.73,-1.65,10.55,6.09,,,,,,,,,,,,,,,,,,,,,
17:47:29,32.69,-9.77,-3.65,-1.69,10.56,6.10,,,,,,,,,,,,,,,,,,,,,
17:47:34,32.81,-9.73,-3.65,-1.65,10.52,6.07,,,,,,,,,,,,,,,,,,,,,
17:47:39,32.83,-9.77,-3.69,-1.65,10.57,6.10,,,,,,,,,,,,,,,,,,,,,
17:47:47,32.77,-9.73,-3.69,-1.69,10.54,6.09,,,,,,,,,,,,,,,,,,,,,
17:47:49,32.77,-9.73,-3.69,-1.65,10.53,6.08,,,,,,,,,,,,,,,,,,,,,
17:47:53,32.75,-9.77,-3.65,-1.65,10.56,6.09,,,,,,,,,,,,,,,,,,,,,
17:48:00,32.77,-9.69,-3.65,-1.65,10.48,6.05,,,,,,,,,,,,,,,,,,,,,
17:48:04,32.63,-9.69,-3.69,-1.69,10.50,6.06,,,,,,,,,,,,,,,,,,,,,
17:48:10,32.75,-10.00,-3.18,-1.77,10.64,6.15,,,,,,,,,,,,,,,,,,,,,
17:48:15,32.75,-9.61,-3.14,-1.92,10.29,5.94,,,,,,,,,,,,,,,,,,,,,
17:48:21,32.81,-9.73,-4.04,-1.49,10.64,6.14,,,,,,,,,,,,,,,,,,,,,
17:48:29,32.71,-9.73,-3.45,-1.73,10.47,6.04,,,,,,,,,,,,,,,,,,,,,
17:48:33,32.69,-9.69,-4.24,-1.37,10.66,6.16,,,,,,,,,,,,,,,,,,,,,
17:48:39,32.69,-9.69,-3.69,-1.53,10.48,6.05,,,,,,,,,,,,,,,,,,,,,
17:48:44,32.75,-9.73,-2.94,-1.80,10.32,5.96,,,,,,,,,,,,,,,,,,,,,
17:48:50,32.75,-9.85,-3.92,-1.61,10.72,6.19,,,,,,,,,,,,,,,,,,,,,
17:48:56,32.45,-9.65,-4.16,-1.49,10.61,6.13,,,,,,,,,,,,,,,,,,,,,
17:49:01,35.09,-9.77,-3.53,-1.65,10.52,6.07,,,,,,,,,,,,,,,,,,,,,
17:49:05,35.07,-9.49,-3.53,-1.73,10.27,5.93,,,,,,,,,,,,,,,,,,,,,
17:49:11,35.61,-9.61,-3.61,-1.61,10.39,6.00,,,,,,,,,,,,,,,,,,,,,
17:49:17,36.23,-9.92,-3.96,-1.33,10.77,6.22,,,,,,,,,,,,,,,,,,,,,
17:49:22,37.51,-9.81,-3.73,-1.61,10.61,6.13,,,,,,,,,,,,,,,,,,,,,
17:49:28,42.03,-9.41,-4.04,-1.41,10.34,5.97,,,,,,,,,,,,,,,,,,,,,
17:49:31,50.49,-9.65,-4.00,-1.53,10.56,6.10,,,,,,,,,,,,,,,,,,,,,
17:49:37,59.09,-9.49,-3.84,-1.53,10.36,5.98,,,,,,,,,,,,,,,,,,,,,
17:49:42,52.19,-9.81,-3.65,-1.61,10.59,6.11,,,,,,,,,,,,,,,,,,,,,
17:49:47,47.69,-9.69,-3.69,-1.69,10.50,6.06,,,,,,,,,,,,,,,,,,,,,
17:49:53,38.79,-9.69,-3.69,-1.65,10.50,6.06,,,,,,,,,,,,,,,,,,,,,
17:49:59,32.39,-9.73,-3.69,-1.61,10.53,6.08,,,,,,,,,,,,,,,,,,,,,
17:50:05,32.35,-9.73,-3.61,-1.69,10.51,6.07,,,,,,,,,,,,,,,,,,,,,
17:50:10,32.19,-9.77,-3.61,-1.65,10.54,6.09,,,,,,,,,,,,,,,,,,,,,
17:50:15,32.21,-9.73,-3.65,-1.73,10.53,6.08,,,,,,,,,,,,,,,,,,,,,
17:50:20,32.35,-9.73,-3.69,-1.65,10.53,6.08,,,,,,,,,,,,,,,,,,,,,
17:50:26,32.25,-9.81,-3.57,-1.73,10.58,6.11,,,,,,,,,,,,,,,,,,,,,
17:50:31,32.35,-9.77,-3.69,-1.69,10.58,6.11,,,,,,,,,,,,,,,,,,,,,
17:50:37,32.27,-9.77,-3.61,-1.77,10.56,6.10,,,,,,,,,,,,,,,,,,,,,
17:50:42,32.19,-9.77,-3.88,-1.65,10.64,6.14,,,,,,,,,,,,,,,,,,,,,
17:50:49,32.33,-9.73,-3.65,-1.61,10.51,6.07,,,,,,,,,,,,,,,,,,,,,
17:50:55,32.33,-9.92,-3.73,-1.65,10.73,6.19,,,,,,,,,,,,,,,,,,,,,
17:51:01,32.25,-9.77,-3.53,-1.73,10.53,6.08,,,,,,,,,,,,,,,,,,,,,
17:51:07,32.45,-9.69,-3.41,-1.65,10.40,6.01,,,,,,,,,,,,,,,,,,,,,
17:51:12,32.27,-9.73,-3.26,-1.80,10.42,6.01,,,,,,,,,,,,,,,,,,,,,
17:51:18,32.17,-10.04,-3.92,-1.73,10.92,6.30,,,,,,,,,,,,,,,,,,,,,
17:51:24,32.41,-9.73,-4.08,-1.92,10.72,6.19,,,,,,,,,,,,,,,,,,,,,
17:51:28,32.45,-9.61,-3.77,-1.65,10.45,6.04,,,,,,,,,,,,,,,,,,,,,
17:51:33,32.47,-9.57,-3.61,-1.69,10.37,5.99,,,,,,,,,,,,,,,,,,,,,
17:51:39,32.41,-9.26,-3.96,-1.45,10.17,5.87,,,,,,,,,,,,,,,,,,,,,
17:51:42,32.53,-10.08,-3.61,-1.65,10.83,6.26,,,,,,,,,,,,,,,,,,,,,
17:51:47,32.59,-10.08,-3.10,-1.77,10.69,6.17,,,,,,,,,,,,,,,,,,,,,
17:51:56,32.47,-9.73,-3.41,-1.65,10.44,6.03,,,,,,,,,,,,,,,,,,,,,
17:51:59,32.53,-9.26,-4.00,-1.61,10.21,5.90,,,,,,,,,,,,,,,,,,,,,
17:52:03,32.49,-9.89,-3.61,-1.65,10.65,6.15,,,,,,,,,,,,,,,,,,,,,
17:52:08,32.47,-9.57,-3.61,-1.53,10.34,5.97,,,,,,,,,,,,,,,,,,,,,
17:52:13,32.47,-9.85,-3.49,-1.73,10.59,6.11,,,,,,,,,,,,,,,,,,,,,
17:52:19,39.31,-10.00,-3.81,-1.57,10.82,6.25,,,,,,,,,,,,,,,,,,,,,
17:52:22,38.69,-9.45,-3.69,-1.61,10.27,5.93,,,,,,,,,,,,,,,,,,,,,
17:52:29,37.13,-9.77,-3.61,-1.61,10.54,6.08,,,,,,,,,,,,,,,,,,,,,
17:52:39,36.33,-9.41,-4.28,-1.41,10.44,6.03,,,,,,,,,,,,,,,,,,,,,
17:52:40,37.69,-9.73,-3.26,-1.80,10.42,6.01,,,,,,,,,,,,,,,,,,,,,
17:52:45,37.29,-9.65,-3.57,-1.61,10.41,6.01,,,,,,,,,,,,,,,,,,,,,
17:52:50,36.69,-9.38,-3.65,-1.61,10.19,5.88,,,,,,,,,,,,,,,,,,,,,
17:52:56,36.17,-10.00,-3.84,-1.69,10.85,6.26,,,,,,,,,,,,,,,,,,,,,
17:53:03,36.17,-9.65,-3.96,-1.53,10.54,6.09,,,,,,,,,,,,,,,,,,,,,
17:53:08,36.07,-9.69,-3.73,-1.77,10.53,6.08,,,,,,,,,,,,,,,,,,,,,
17:53:14,35.91,-9.45,-3.61,-1.61,10.25,5.92,,,,,,,,,,,,,,,,,,,,,
17:53:19,35.89,-9.65,-3.77,-1.65,10.49,6.06,,,,,,,,,,,,,,,,,,,,,
17:53:25,35.23,-9.77,-3.77,-1.65,10.60,6.12,,,,,,,,,,,,,,,,,,,,,
17:53:30,34.91,-9.57,-3.57,-1.80,10.37,5.99,,,,,,,,,,,,,,,,,,,,,
17:53:36,34.91,-9.69,-3.73,-1.57,10.50,6.06,,,,,,,,,,,,,,,,,,,,,
17:53:43,35.29,-9.34,-3.77,-1.49,10.18,5.88,,,,,,,,,,,,,,,,,,,,,
17:53:46,35.15,-9.61,-4.08,-1.53,10.55,6.09,,,,,,,,,,,,,,,,,,,,,
17:53:52,34.61,-9.73,-3.77,-1.61,10.56,6.09,,,,,,,,,,,,,,,,,,,,,
17:53:55,35.91,-10.16,-3.84,-1.73,11.00,6.35,,,,,,,,,,,,,,,,,,,,,
17:54:02,36.21,-9.89,-3.69,-1.69,10.68,6.17,,,,,,,,,,,,,,,,,,,,,
17:54:07,35.15,-9.73,-3.81,-1.61,10.57,6.10,,,,,,,,,,,,,,,,,,,,,
17:54:13,35.99,-10.00,-3.69,-1.65,10.79,6.23,,,,,,,,,,,,,,,,,,,,,
17:54:19,38.17,-9.69,-3.57,-1.57,10.44,6.03,,,,,,,,,,,,,,,,,,,,,
17:54:25,39.03,-9.92,-3.77,-1.73,10.75,6.21,,,,,,,,,,,,,,,,,,,,,
17:54:31,36.61,-9.77,-3.73,-1.73,10.60,6.12,,,,,,,,,,,,,,,,,,,,,
17:54:36,37.13,-9.57,-3.73,-1.65,10.40,6.01,,,,,,,,,,,,,,,,,,,,,
17:54:40,40.91,-10.00,-2.98,-1.96,10.62,6.13,,,,,,,,,,,,,,,,,,,,,
17:54:46,40.89,-9.41,-3.88,-1.65,10.32,5.96,,,,,,,,,,,,,,,,,,,,,
17:54:51,38.45,-9.61,-4.12,-1.53,10.57,6.10,,,,,,,,,,,,,,,,,,,,,
17:54:55,40.01,-9.61,-3.26,-1.77,10.30,5.95,,,,,,,,,,,,,,,,,,,,,
17:55:01,42.59,-9.53,-3.73,-1.61,10.36,5.98,,,,,,,,,,,,,,,,,,,,,
17:55:05,43.63,-10.08,-4.20,-1.49,11.02,6.36,,,,,,,,,,,,,,,,,,,,,
17:55:10,39.57,-9.53,-3.88,-1.41,10.39,6.00,,,,,,,,,,,,,,,,,,,,,
17:55:16,41.73,-9.45,-4.20,-1.45,10.45,6.03,,,,,,,,,,,,,,,,,,,,,
17:55:22,41.57,-9.92,-3.65,-1.69,10.71,6.18,,,,,,,,,,,,,,,,,,,,,
17:55:28,41.95,-9.41,-3.92,-1.61,10.33,5.96,,,,,,,,,,,,,,,,,,,,,
17:55:34,39.27,-9.73,-3.61,-1.69,10.51,6.07,,,,,,,,,,,,,,,,,,,,,
17:55:39,32.69,-10.00,-3.77,-1.69,10.82,6.25,,,,,,,,,,,,,,,,,,,,,
17:55:44,32.59,-9.69,-3.77,-1.69,10.53,6.08,,,,,,,,,,,,,,,,,,,,,
17:55:52,32.53,-9.69,-3.69,-1.65,10.50,6.06,,,,,,,,,,,,,,,,,,,,,
17:55:56,32.53,-9.73,-3.69,-1.65,10.53,6.08,,,,,,,,,,,,,,,,,,,,,
17:56:02,32.41,-9.73,-3.73,-1.61,10.54,6.09,,,,,,,,,,,,,,,,,,,,,
17:56:08,32.45,-9.73,-3.73,-1.69,10.55,6.09,,,,,,,,,,,,,,,,,,,,,
17:56:14,32.35,-9.69,-3.65,-1.65,10.48,6.05,,,,,,,,,,,,,,,,,,,,,
17:56:17,32.47,-9.69,-3.73,-1.57,10.50,6.06,,,,,,,,,,,,,,,,,,,,,
17:56:23,32.45,-9.73,-3.65,-1.53,10.50,6.06,,,,,,,,,,,,,,,,,,,,,
17:56:28,32.49,-9.73,-3.69,-1.57,10.52,6.07,,,,,,,,,,,,,,,,,,,,,
17:56:34,32.41,-9.77,-3.73,-1.69,10.59,6.11,,,,,,,,,,,,,,,,,,,,,
17:56:40,32.47,-9.69,-3.69,-1.73,10.51,6.07,,,,,,,,,,,,,,,,,,,,,
17:56:46,32.45,-9.73,-3.69,-1.73,10.55,6.09,,,,,,,,,,,,,,,,,,,,,
17:56:52,32.33,-9.73,-3.65,-1.69,10.53,6.08,,,,,,,,,,,,,,,,,,,,,
17:56:55,32.35,-9.77,-3.65,-1.69,10.56,6.10,,,,,,,,,,,,,,,,,,,,,
17:56:59,32.39,-9.73,-3.73,-1.65,10.55,6.09,,,,,,,,,,,,,,,,,,,,,
17:57:04,32.41,-9.81,-3.69,-1.65,10.61,6.12,,,,,,,,,,,,,,,,,,,,,
17:57:10,32.41,-9.77,-3.61,-1.73,10.56,6.09,,,,,,,,,,,,,,,,,,,,,
17:57:15,32.35,-9.77,-3.69,-1.61,10.56,6.10,,,,,,,,,,,,,,,,,,,,,
17:57:20,32.41,-9.73,-3.69,-1.69,10.54,6.09,,,,,,,,,,,,,,,,,,,,,
17:57:24,32.27,-9.73,-3.65,-1.77,10.54,6.08,,,,,,,,,,,,,,,,,,,,,
17:57:30,32.25,-9.77,-3.69,-1.61,10.56,6.10,,,,,,,,,,,,,,,,,,,,,
17:57:35,32.19,-9.73,-3.65,-1.65,10.52,6.07,,,,,,,,,,,,,,,,,,,,,
17:57:39,32.19,-9.69,-3.69,-1.65,10.50,6.06,,,,,,,,,,,,,,,,,,,,,
17:57:44,32.21,-9.77,-3.65,-1.69,10.56,6.10,,,,,,,,,,,,,,,,,,,,,
17:57:47,32.25,-9.73,-3.69,-1.65,10.53,6.08,,,,,,,,,,,,,,,,,,,,,
17:57:51,32.27,-9.73,-3.69,-1.65,10.53,6.08,,,,,,,,,,,,,,,,,,,,,
17:57:57,32.25,-9.73,-3.65,-1.69,10.53,6.08,,,,,,,,,,,,,,,,,,,,,
17:58:01,32.25,-9.73,-3.69,-1.65,10.53,6.08,,,,,,,,,,,,,,,,,,,,,
17:58:05,32.27,-9.69,-3.65,-1.69,10.49,6.06,,,,,,,,,,,,,,,,,,,,,
17:58:09,32.27,-9.73,-3.69,-1.61,10.53,6.08,,,,,,,,,,,,,,,,,,,,,
17:58:14,32.27,-9.73,-3.69,-1.69,10.54,6.09,,,,,,,,,,,,,,,,,,,,,
17:58:18,32.21,-9.77,-3.65,-1.69,10.56,6.10,,,,,,,,,,,,,,,,,,,,,
17:58:23,32.13,-9.77,-3.65,-1.69,10.56,6.10,,,,,,,,,,,,,,,,,,,,,
17:58:27,32.17,-9.77,-3.69,-1.77,10.59,6.11,,,,,,,,,,,,,,,,,,,,,
17:58:31,32.21,-9.69,-3.69,-1.65,10.50,6.06,,,,,,,,,,,,,,,,,,,,,
17:58:34,32.17,-9.73,-3.69,-1.65,10.53,6.08,,,,,,,,,,,,,,,,,,,,,
17:58:37,32.17,-9.77,-3.69,-1.69,10.58,6.11,,,,,,,,,,,,,,,,,,,,,
17:58:41,32.13,-9.73,-3.69,-1.69,10.54,6.09,,,,,,,,,,,,,,,,,,,,,
17:58:45,32.13,-9.73,-3.69,-1.65,10.53,6.08,,,,,,,,,,,,,,,,,,,,,
17:58:49,32.05,-9.77,-3.65,-1.65,10.56,6.09,,,,,,,,,,,,,,,,,,,,,
17:58:52,32.17,-9.77,-3.65,-1.69,10.56,6.10,,,,,,,,,,,,,,,,,,,,,
17:58:56,32.13,-9.73,-3.69,-1.61,10.53,6.08,,,,,,,,,,,,,,,,,,,,,
17:58:59,32.13,-9.81,-3.69,-1.65,10.61,6.12,,,,,,,,,,,,,,,,,,,,,
17:59:07,32.21,-9.73,-3.69,-1.65,10.53,6.08,,,,,,,,,,,,,,,,,,,,,
17:59:10,32.21,-9.77,-3.65,-1.65,10.56,6.09,,,,,,,,,,,,,,,,,,,,,
17:59:14,32.19,-9.77,-3.69,-1.69,10.58,6.11,,,,,,,,,,,,,,,,,,,,,
17:59:17,32.27,-9.73,-3.69,-1.69,10.54,6.09,,,,,,,,,,,,,,,,,,,,,
17:59:21,32.17,-9.77,-3.53,-1.65,10.52,6.07,,,,,,,,,,,,,,,,,,,,,
17:59:26,32.19,-10.04,-3.61,-1.73,10.81,6.24,,,,,,,,,,,,,,,,,,,,,
17:59:30,32.19,-10.16,-3.77,-1.41,10.93,6.31,,,,,,,,,,,,,,,,,,,,,
17:59:37,32.17,-9.57,-4.04,-1.65,10.52,6.07,,,,,,,,,,,,,,,,,,,,,
17:59:41,32.19,-10.04,-3.57,-1.73,10.80,6.23,,,,,,,,,,,,,,,,,,,,,
17:59:44,32.17,-10.00,-3.65,-1.73,10.79,6.23,,,,,,,,,,,,,,,,,,,,,
17:59:48,32.33,-9.69,-3.61,-1.61,10.46,6.04,,,,,,,,,,,,,,,,,,,,,
17:59:53,32.31,-9.77,-3.69,-1.69,10.58,6.11,,,,,,,,,,,,,,,,,,,,,
17:59:57,32.31,-9.73,-3.65,-1.77,10.54,6.08,,,,,,,,,,,,,,,,,,,,,
18:00:00,32.33,-9.69,-3.65,-1.73,10.50,6.06,,,,,,,,,,,,,,,,,,,,,
18:00:06,32.33,-9.61,-3.77,-1.53,10.44,6.02,,,,,,,,,,,,,,,,,,,,,
18:00:12,32.33,-9.61,-4.04,-1.73,10.57,6.10,,,,,,,,,,,,,,,,,,,,,
18:00:18,32.31,-10.04,-3.65,-1.45,10.78,6.23,,,,,,,,,,,,,,,,,,,,,
18:00:24,32.33,-9.85,-4.24,-1.57,10.83,6.25,,,,,,,,,,,,,,,,,,,,,
18:00:29,32.21,-10.04,-3.49,-1.61,10.75,6.21,,,,,,,,,,,,,,,,,,,,,
18:00:37,32.31,-10.40,-3.22,-1.73,11.02,6.36,,,,,,,,,,,,,,,,,,,,,
18:00:42,32.27,-10.28,-2.82,-1.73,10.80,6.23,,,,,,,,,,,,,,,,,,,,,
18:00:48,32.33,-9.57,-3.53,-1.65,10.33,5.97,,,,,,,,,,,,,,,,,,,,,
18:00:54,32.31,-9.65,-3.69,-1.61,10.46,6.04,,,,,,,,,,,,,,,,,,,,,
18:01:00,32.21,-10.43,-3.41,-1.77,11.12,6.42,,,,,,,,,,,,,,,,,,,,,
18:01:05,32.31,-10.36,-3.37,-1.57,11.00,6.35,,,,,,,,,,,,,,,,,,,,,
18:01:11,32.25,-10.12,-3.81,-1.65,10.94,6.31,,,,,,,,,,,,,,,,,,,,,
18:01:16,32.27,-9.18,-4.00,-1.41,10.11,5.84,,,,,,,,,,,,,,,,,,,,,
18:01:22,33.49,-9.77,-3.57,-1.57,10.52,6.07,,,,,,,,,,,,,,,,,,,,,
18:01:27,36.25,-10.00,-3.69,-1.69,10.79,6.23,,,,,,,,,,,,,,,,,,,,,
18:01:33,38.85,-9.77,-3.49,-1.77,10.52,6.08,,,,,,,,,,,,,,,,,,,,,
18:01:38,36.13,-9.57,-4.24,-1.53,10.58,6.11,,,,,,,,,,,,,,,,,,,,,
18:01:43,37.05,-9.69,-3.69,-1.61,10.49,6.06,,,,,,,,,,,,,,,,,,,,,
18:01:49,36.55,-9.77,-3.65,-1.65,10.56,6.09,,,,,,,,,,,,,,,,,,,,,
18:01:54,32.69,-9.73,-3.69,-1.69,10.54,6.09,,,,,,,,,,,,,,,,,,,,,
18:02:00,32.25,-9.73,-3.69,-1.69,10.54,6.09,,,,,,,,,,,,,,,,,,,,,
18:02:06,32.21,-9.81,-3.65,-1.69,10.60,6.12,,,,,,,,,,,,,,,,,,,,,
18:02:11,32.17,-9.69,-3.69,-1.69,10.50,6.06,,,,,,,,,,,,,,,,,,,,,
18:02:17,32.03,-9.77,-3.65,-1.65,10.56,6.09,,,,,,,,,,,,,,,,,,,,,
18:02:21,32.09,-9.77,-3.65,-1.65,10.56,6.09,,,,,,,,,,,,,,,,,,,,,
18:02:26,32.13,-9.73,-3.69,-1.61,10.53,6.08,,,,,,,,,,,,,,,,,,,,,
18:02:30,32.13,-9.73,-3.61,-1.69,10.51,6.07,,,,,,,,,,,,,,,,,,,,,
18:02:33,32.09,-9.77,-3.65,-1.57,10.54,6.09,,,,,,,,,,,,,,,,,,,,,
18:02:39,32.19,-9.73,-3.73,-1.69,10.55,6.09,,,,,,,,,,,,,,,,,,,,,
18:02:45,32.09,-9.65,-3.73,-1.53,10.46,6.04,,,,,,,,,,,,,,,,,,,,,
18:02:50,32.05,-9.18,-4.63,-1.18,10.35,5.97,,,,,,,,,,,,,,,,,,,,,
18:03:02,32.13,-9.57,-3.30,-1.84,10.29,5.94,,,,,,,,,,,,,,,,,,,,,
18:03:05,32.25,-9.49,-3.57,-1.61,10.27,5.93,,,,,,,,,,,,,,,,,,,,,
18:03:10,32.25,-9.49,-3.77,-1.65,10.35,5.97,,,,,,,,,,,,,,,,,,,,,
18:03:16,32.21,-9.81,-3.69,-1.57,10.59,6.12,,,,,,,,,,,,,,,,,,,,,
18:03:22,32.21,-9.85,-3.57,-1.41,10.57,6.10,,,,,,,,,,,,,,,,,,,,,
18:03:27,32.19,-9.14,-4.39,-1.41,10.24,5.91,,,,,,,,,,,,,,,,,,,,,
18:03:33,32.17,-9.73,-4.00,-1.61,10.64,6.14,,,,,,,,,,,,,,,,,,,,,
18:03:37,32.17,-9.69,-3.81,-1.49,10.52,6.07,,,,,,,,,,,,,,,,,,,,,
18:03:41,31.29,-9.30,-3.96,-1.61,10.23,5.91,,,,,,,,,,,,,,,,,,,,,
18:05:04,32.45,-9.65,-3.69,-1.69,10.47,6.04,,,,,,,,,,,,,,,,,,,,,
18:05:09,32.53,-9.77,-3.69,-1.69,10.58,6.11,,,,,,,,,,,,,,,,,,,,,
18:05:15,32.41,-9.73,-3.65,-1.65,10.52,6.07,,,,,,,,,,,,,,,,,,,,,
18:05:21,32.31,-9.73,-3.69,-1.57,10.52,6.07,,,,,,,,,,,,,,,,,,,,,
18:05:26,32.19,-9.77,-3.65,-1.69,10.56,6.10,,,,,,,,,,,,,,,,,,,,,
18:05:32,32.13,-9.77,-3.69,-1.65,10.57,6.10,,,,,,,,,,,,,,,,,,,,,
18:05:37,32.13,-9.73,-3.65,-1.69,10.53,6.08,,,,,,,,,,,,,,,,,,,,,
18:05:41,32.11,-9.77,-3.61,-1.65,10.54,6.09,,,,,,,,,,,,,,,,,,,,,
18:05:47,32.13,-9.73,-3.69,-1.65,10.53,6.08,,,,,,,,,,,,,,,,,,,,,
18:05:54,32.17,-9.77,-3.65,-1.65,10.56,6.09,,,,,,,,,,,,,,,,,,,,,
18:05:59,32.13,-9.73,-3.69,-1.65,10.53,6.08,,,,,,,,,,,,,,,,,,,,,
18:06:06,32.13,-9.73,-3.69,-1.61,10.53,6.08,,,,,,,,,,,,,,,,,,,,,
18:06:10,32.13,-9.69,-3.69,-1.69,10.50,6.06,,,,,,,,,,,,,,,,,,,,,
18:06:14,32.21,-9.69,-3.69,-1.61,10.49,6.06,,,,,,,,,,,,,,,,,,,,,
18:06:18,32.09,-9.73,-3.73,-1.73,10.56,6.10,,,,,,,,,,,,,,,,,,,,,
18:06:22,32.05,-9.73,-3.69,-1.65,10.53,6.08,,,,,,,,,,,,,,,,,,,,,
18:06:26,32.11,-9.73,-3.65,-1.73,10.53,6.08,,,,,,,,,,,,,,,,,,,,,
18:06:30,31.99,-9.57,-3.77,-1.61,10.41,6.01,,,,,,,,,,,,,,,,,,,,,
18:06:35,32.05,-10.00,-3.45,-1.69,10.72,6.19,,,,,,,,,,,,,,,,,,,,,
18:06:39,32.05,-9.49,-3.92,-1.53,10.39,6.00,,,,,,,,,,,,,,,,,,,,,
18:06:42,32.05,-9.57,-3.81,-1.57,10.42,6.02,,,,,,,,,,,,,,,,,,,,,
18:06:46,32.03,-9.53,-3.61,-1.61,10.32,5.96,,,,,,,,,,,,,,,,,,,,,
18:06:49,32.17,-9.77,-3.33,-1.77,10.47,6.05,,,,,,,,,,,,,,,,,,,,,
18:06:53,32.13,-9.65,-3.69,-1.77,10.48,6.05,,,,,,,,,,,,,,,,,,,,,
18:06:59,32.19,-10.04,-3.57,-1.69,10.79,6.23,,,,,,,,,,,,,,,,,,,,,
18:07:05,32.17,-10.12,-3.45,-1.88,10.86,6.27,,,,,,,,,,,,,,,,,,,,,
18:07:11,32.17,-9.61,-3.41,-1.73,10.34,5.97,,,,,,,,,,,,,,,,,,,,,
18:07:16,32.11,-9.69,-3.69,-1.69,10.50,6.06,,,,,,,,,,,,,,,,,,,,,
18:07:22,32.13,-9.73,-3.84,-1.61,10.58,6.11,,,,,,,,,,,,,,,,,,,,,
18:07:28,32.05,-9.69,-3.53,-1.49,10.42,6.02,,,,,,,,,,,,,,,,,,,,,
18:07:33,32.13,-9.85,-3.84,-1.65,10.70,6.18,,,,,,,,,,,,,,,,,,,,,
18:07:37,32.13,-9.92,-3.10,-1.80,10.55,6.09,,,,,,,,,,,,,,,,,,,,,
18:07:41,32.09,-9.77,-3.65,-1.77,10.58,6.11,,,,,,,,,,,,,,,,,,,,,
18:07:47,32.17,-9.77,-4.71,-1.41,10.93,6.31,,,,,,,,,,,,,,,,,,,,,
18:07:53,32.13,-9.61,-3.65,-1.69,10.42,6.01,,,,,,,,,,,,,,,,,,,,,
18:07:56,32.03,-9.45,-3.81,-1.61,10.32,5.96,,,,,,,,,,,,,,,,,,,,,
18:08:00,32.11,-9.65,-3.96,-1.37,10.52,6.08,,,,,,,,,,,,,,,,,,,,,
18:08:05,32.09,-10.00,-3.26,-1.73,10.66,6.16,,,,,,,,,,,,,,,,,,,,,
